Mess_Datum,Qualitaets_Niveau,BEDECKUNGSGRAD,REL_FEUCHTE,DAMPFDRUCK,LUFTTEMPERATUR,LUFTDRUCK_STATIONSHOEHE,WINDGESCHWINDIGKEIT,LUFTTEMP_AM_ERDB_MINIMUM,LUFTTEMPERATUR_MINIMUM,LUFTTEMPERATUR_MAXIMUM,WINDSPITZE_MAXIMUM,NIEDERSCHLAGSHOEHE_IND,NIEDERSCHLAGSHOEHE,SONNENSCHEINDAUER,SCHNEEHOEHE
19600101,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999
19600102,1,-999.0,86.0,9.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999
19600103,1,-999.0,95.0,7.8,-999.0,-999.0,-999.0,-999.0,-999.0,9.0,-999.0,-999,-999.0,-999.0,-999
19600104,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999
19600105,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.9,7.5,-999.0,-999,-999.0,-999.0,-999
19600106,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5,7.7,-999.0,-999,-999.0,-999.0,-999
19600107,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9,4.7,-999.0,-999,-999.0,-999.0,-999
19600108,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999
19600109,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999
19600110,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999
19600111,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-7.2,-4.2,-999.0,-999,-999.0,-999.0,-999
19600112,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-10.3,-5.8,-999.0,-999,-999.0,-999.0,-999
19600113,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999
