Mess_Datum,Qualitaets_Niveau,BEDECKUNGSGRAD,REL_FEUCHTE,DAMPFDRUCK,LUFTTEMPERATUR,LUFTDRUCK_STATIONSHOEHE,WINDGESCHWINDIGKEIT,LUFTTEMP_AM_ERDB_MINIMUM,LUFTTEMPERATUR_MINIMUM,LUFTTEMPERATUR_MAXIMUM,WINDSPITZE_MAXIMUM,NIEDERSCHLAGSHOEHE_IND,NIEDERSCHLAGSHOEHE,SONNENSCHEINDAUER,SCHNEEHOEHE
19060401,1,-999.0,64.0,-999.0,3.1,1009.1,-999.0,-999.0,0.4,7.6,-999.0,0,0.0,-999.0,-999
19060402,1,-999.0,68.0,-999.0,4.4,1021.0,-999.0,-999.0,2.1,8.8,-999.0,0,0.0,-999.0,-999
19060403,1,-999.0,63.0,-999.0,4.3,1022.4,-999.0,-999.0,-1.6,10.2,-999.0,0,0.0,-999.0,-999
19060404,1,-999.0,57.0,-999.0,5.1,1021.0,-999.0,-999.0,-2.6,12.0,-999.0,4,0.0,-999.0,-999
19060405,1,-999.0,50.0,-999.0,8.3,1011.2,-999.0,-999.0,-0.6,14.4,-999.0,0,0.0,-999.0,-999
19060406,1,-999.0,67.0,-999.0,7.9,1011.0,-999.0,-999.0,2.4,14.6,-999.0,4,21.2,-999.0,-999
19060407,1,-999.0,92.0,-999.0,6.6,1014.6,-999.0,-999.0,4.7,9.5,-999.0,0,0.0,-999.0,-999
19060408,1,-999.0,74.0,-999.0,9.1,1017.4,-999.0,-999.0,2.8,14.6,-999.0,0,0.0,-999.0,-999
19060409,1,-999.0,63.0,-999.0,11.2,1020.8,-999.0,-999.0,3.9,18.0,-999.0,0,0.0,-999.0,-999
19060410,1,-999.0,56.0,-999.0,12.9,1019.7,-999.0,-999.0,5.5,17.5,-999.0,0,0.0,-999.0,-999
19060411,1,-999.0,48.0,-999.0,15.2,1016.5,-999.0,-999.0,7.9,22.6,-999.0,0,0.0,-999.0,-999
19060412,1,-999.0,49.0,-999.0,17.7,1011.3,-999.0,-999.0,9.1,23.9,-999.0,0,0.0,-999.0,-999
19060413,1,-999.0,48.0,-999.0,17.9,1010.2,-999.0,-999.0,8.5,24.4,-999.0,0,0.0,-999.0,-999
19060414,1,-999.0,49.0,-999.0,16.9,1008.1,-999.0,-999.0,12.5,25.6,-999.0,4,1.5,-999.0,-999
19060415,1,-999.0,58.0,-999.0,9.6,1016.5,-999.0,-999.0,7.0,14.5,-999.0,0,0.0,-999.0,-999
19060416,1,-999.0,49.0,-999.0,14.2,1012.9,-999.0,-999.0,3.9,17.2,-999.0,0,0.0,-999.0,-999
19060417,1,-999.0,69.0,-999.0,13.2,1000.2,-999.0,-999.0,7.8,20.7,-999.0,4,3.2,-999.0,-999
19060418,1,-999.0,80.0,-999.0,13.3,991.2,-999.0,-999.0,9.2,16.7,-999.0,0,0.0,-999.0,-999
19060419,1,-999.0,83.0,-999.0,12.0,983.1,-999.0,-999.0,8.9,17.4,-999.0,4,1.5,-999.0,-999
19060420,1,-999.0,85.0,-999.0,5.2,997.4,-999.0,-999.0,4.4,10.9,-999.0,4,0.0,-999.0,-999
19060421,1,-999.0,69.0,-999.0,9.3,1007.4,-999.0,-999.0,2.0,13.6,-999.0,0,0.0,-999.0,-999
19060422,1,-999.0,68.0,-999.0,10.7,999.2,-999.0,-999.0,3.1,15.9,-999.0,0,0.0,-999.0,-999
19060423,1,-999.0,70.0,-999.0,6.9,999.7,-999.0,-999.0,3.5,11.2,-999.0,0,0.0,-999.0,-999
19060424,1,-999.0,73.0,-999.0,6.0,1000.9,-999.0,-999.0,0.1,10.2,-999.0,0,0.0,-999.0,-999
19060425,1,-999.0,63.0,-999.0,7.2,998.2,-999.0,-999.0,1.6,11.3,-999.0,0,0.0,-999.0,-999
19060426,1,-999.0,67.0,-999.0,7.2,993.5,-999.0,-999.0,-0.1,12.7,-999.0,4,0.0,-999.0,-999
19060427,1,-999.0,66.0,-999.0,7.2,992.4,-999.0,-999.0,1.3,13.5,-999.0,0,0.0,-999.0,-999
19060428,1,-999.0,81.0,-999.0,7.4,988.9,-999.0,-999.0,3.9,11.0,-999.0,4,0.1,-999.0,-999
19060429,1,-999.0,54.0,-999.0,12.2,987.1,-999.0,-999.0,3.9,17.5,-999.0,4,0.0,-999.0,-999
19060430,1,-999.0,85.0,-999.0,7.2,988.0,-999.0,-999.0,5.1,12.1,-999.0,4,2.3,-999.0,-999
19060501,1,-999.0,62.0,-999.0,9.5,993.2,-999.0,-999.0,2.2,16.0,-999.0,4,0.1,-999.0,-999
19060502,1,-999.0,76.0,-999.0,8.4,1000.9,-999.0,-999.0,6.9,12.0,-999.0,4,0.9,-999.0,-999
19060503,1,-999.0,59.0,-999.0,11.4,1008.9,-999.0,-999.0,11.3,16.5,-999.0,0,0.0,-999.0,-999
19060504,1,-999.0,44.0,-999.0,13.7,1009.0,-999.0,-999.0,7.5,18.1,-999.0,0,0.0,-999.0,-999
19060505,1,-999.0,68.0,-999.0,14.7,1010.3,-999.0,-999.0,7.1,19.9,-999.0,0,0.0,-999.0,-999
19060506,1,-999.0,82.0,-999.0,15.3,1011.8,-999.0,-999.0,8.1,20.0,-999.0,4,2.5,-999.0,-999
19060507,1,-999.0,53.0,-999.0,19.2,1011.1,-999.0,-999.0,12.5,25.6,-999.0,0,0.0,-999.0,-999
19060508,1,-999.0,56.0,-999.0,18.7,1006.8,-999.0,-999.0,12.2,25.9,-999.0,0,0.0,-999.0,-999
19060509,1,-999.0,60.0,-999.0,16.9,999.3,-999.0,-999.0,12.0,25.0,-999.0,0,0.0,-999.0,-999
19060510,1,-999.0,59.0,-999.0,17.4,993.8,-999.0,-999.0,10.9,24.6,-999.0,4,0.1,-999.0,-999
19060511,1,-999.0,67.0,-999.0,16.5,997.4,-999.0,-999.0,10.0,22.5,-999.0,4,3.2,-999.0,-999
19060512,1,-999.0,71.0,-999.0,17.8,1002.0,-999.0,-999.0,8.9,24.5,-999.0,0,0.0,-999.0,-999
19060513,1,-999.0,60.0,-999.0,18.9,1003.9,-999.0,-999.0,10.9,25.5,-999.0,0,0.0,-999.0,-999
19060514,1,-999.0,59.0,-999.0,16.9,999.1,-999.0,-999.0,9.3,25.0,-999.0,0,0.0,-999.0,-999
19060515,1,-999.0,61.0,-999.0,19.2,986.7,-999.0,-999.0,10.9,25.5,-999.0,0,0.0,-999.0,-999
19060516,1,-999.0,85.0,-999.0,12.6,986.5,-999.0,-999.0,10.7,18.5,-999.0,0,0.0,-999.0,-999
