Mess_Datum,Qualitaets_Niveau,BEDECKUNGSGRAD,REL_FEUCHTE,DAMPFDRUCK,LUFTTEMPERATUR,LUFTDRUCK_STATIONSHOEHE,WINDGESCHWINDIGKEIT,LUFTTEMP_AM_ERDB_MINIMUM,LUFTTEMPERATUR_MINIMUM,LUFTTEMPERATUR_MAXIMUM,WINDSPITZE_MAXIMUM,NIEDERSCHLAGSHOEHE_IND,NIEDERSCHLAGSHOEHE,SONNENSCHEINDAUER,SCHNEEHOEHE
19470101,5,8.0,96.0,4.7,-3.0,928.4,-999.0,-999.0,-999.0,-999.0,-999.0,7,3.4,0.0,11
19470102,5,7.7,93.0,4.5,-3.2,933.2,-999.0,-999.0,-999.0,-999.0,-999.0,0,0.0,0.0,14
19470103,5,8.0,97.0,4.7,-3.8,936.3,-999.0,-999.0,-999.0,-999.0,-999.0,7,0.6,0.0,14
19470104,5,5.3,91.0,2.7,-10.1,936.2,-999.0,-999.0,-999.0,-999.0,-999.0,7,0.1,0.9,13
19470105,5,0.0,70.0,1.2,-17.0,929.9,-999.0,-999.0,-999.0,-999.0,-999.0,0,0.0,7.3,11
19470106,5,0.7,75.0,1.2,-16.6,923.1,-999.0,-999.0,-999.0,-999.0,-999.0,0,0.0,7.3,11
19470107,5,8.0,87.0,2.7,-9.2,923.6,-999.0,-999.0,-999.0,-999.0,-999.0,7,2.1,0.0,11
19470108,5,8.0,95.0,4.5,-2.9,926.8,-999.0,-999.0,-999.0,-999.0,-999.0,7,2.1,0.0,13
19470109,5,8.0,90.0,5.7,0.5,926.4,-999.0,-999.0,-999.0,-999.0,-999.0,8,0.8,0.0,13
19470110,5,8.0,97.0,5.5,-1.2,928.7,-999.0,-999.0,-999.0,-999.0,-999.0,7,5.4,0.0,13
19470111,5,8.0,94.0,5.6,-0.2,923.0,-999.0,-999.0,-999.0,-999.0,-999.0,8,11.2,0.0,14
19470112,5,5.7,91.0,6.7,2.2,921.5,-999.0,-999.0,-999.0,-999.0,-999.0,8,1.1,1.4,13
19470113,5,8.0,89.0,6.7,2.8,921.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,6.6,0.0,10
19470114,5,7.3,84.0,5.5,1.0,931.0,-999.0,-999.0,-999.0,-999.0,-999.0,8,8.8,0.0,9
19470115,5,6.0,84.0,7.1,4.2,939.1,-999.0,-999.0,-999.0,-999.0,-999.0,0,0.0,0.2,0
19470116,5,1.3,64.0,6.0,5.8,939.5,-999.0,-999.0,-999.0,-999.0,-999.0,0,0.0,8.3,0
19470117,5,4.7,70.0,6.4,5.2,937.9,-999.0,-999.0,-999.0,-999.0,-999.0,1,1.9,6.1,0
19470118,5,6.3,87.0,5.7,0.3,942.2,-999.0,-999.0,-999.0,-999.0,-999.0,7,0.4,0.5,0
19470119,5,8.0,97.0,5.2,-1.8,936.6,-999.0,-999.0,-999.0,-999.0,-999.0,7,4.2,0.0,1
19470120,5,6.7,87.0,3.9,-5.1,931.2,-999.0,-999.0,-999.0,-999.0,-999.0,7,0.3,0.0,3
19470121,5,7.3,90.0,3.5,-6.1,931.4,-999.0,-999.0,-999.0,-999.0,-999.0,7,4.0,1.0,4
