Mess_Datum,Qualitaets_Niveau,BEDECKUNGSGRAD,REL_FEUCHTE,DAMPFDRUCK,LUFTTEMPERATUR,LUFTDRUCK_STATIONSHOEHE,WINDGESCHWINDIGKEIT,LUFTTEMP_AM_ERDB_MINIMUM,LUFTTEMPERATUR_MINIMUM,LUFTTEMPERATUR_MAXIMUM,WINDSPITZE_MAXIMUM,NIEDERSCHLAGSHOEHE_IND,NIEDERSCHLAGSHOEHE,SONNENSCHEINDAUER,SCHNEEHOEHE
19470101,5,-999.0,90.0,2.8,-9.5,873.6,-999.0,-999.0,-11.7,-4.7,-999.0,-999,-999.0,-999.0,-999
19470102,5,-999.0,95.0,3.6,-6.3,877.5,-999.0,-999.0,-11.0,-5.4,-999.0,-999,-999.0,-999.0,-999
19470103,5,-999.0,95.0,2.9,-9.6,882.8,-999.0,-999.0,-11.0,-5.4,-999.0,-999,-999.0,-999.0,-999
19470104,5,-999.0,67.0,1.6,-12.2,884.3,-999.0,-999.0,-16.0,-10.4,-999.0,-999,-999.0,-999.0,-999
19470105,5,-999.0,66.0,1.1,-18.3,877.2,-999.0,-999.0,-21.9,-9.2,-999.0,-999,-999.0,-999.0,-999
19470106,5,-999.0,56.0,1.1,-15.0,872.8,-999.0,-999.0,-20.9,-10.0,-999.0,-999,-999.0,-999.0,-999
19470107,5,-999.0,66.0,1.7,-11.3,869.0,-999.0,-999.0,-16.7,-9.7,-999.0,-999,-999.0,-999.0,-999
19470108,5,-999.0,85.0,2.5,-9.2,872.2,-999.0,-999.0,-11.7,-8.2,-999.0,-999,-999.0,-999.0,-999
19470109,5,-999.0,96.0,4.0,-5.0,871.9,-999.0,-999.0,-8.2,-3.8,-999.0,-999,-999.0,-999.0,-999
19470110,5,-999.0,97.0,4.3,-4.3,872.2,-999.0,-999.0,-5.1,-3.2,-999.0,-999,-999.0,-999.0,-999
19470111,5,-999.0,96.0,4.1,-5.0,869.1,-999.0,-999.0,-5.6,-4.2,-999.0,-999,-999.0,-999.0,-999
19470112,5,-999.0,98.0,4.9,-2.6,863.1,-999.0,-999.0,-5.8,-1.8,-999.0,-999,-999.0,-999.0,-999
19470113,5,-999.0,99.0,5.5,-1.2,865.5,-999.0,-999.0,-4.3,0.2,-999.0,-999,-999.0,-999.0,-999
19470114,5,-999.0,97.0,4.5,-3.5,873.2,-999.0,-999.0,-4.4,-0.2,-999.0,-999,-999.0,-999.0,-999
19470115,5,-999.0,100.0,6.5,0.6,881.8,-999.0,-999.0,-3.6,1.5,-999.0,-999,-999.0,-999.0,-999
19470116,5,-999.0,42.0,3.5,5.8,887.1,-999.0,-999.0,-0.6,11.2,-999.0,-999,-999.0,-999.0,-999
19470117,5,-999.0,62.0,4.3,1.5,881.9,-999.0,-999.0,-1.6,7.2,-999.0,-999,-999.0,-999.0,-999
19470118,5,-999.0,98.0,4.7,-3.3,882.7,-999.0,-999.0,-4.5,-1.6,-999.0,-999,-999.0,-999.0,-999
19470119,5,-999.0,96.0,4.1,-5.2,877.6,-999.0,-999.0,-6.5,-2.2,-999.0,-999,-999.0,-999.0,-999
19470120,5,-999.0,93.0,2.9,-8.9,873.4,-999.0,-999.0,-9.8,-5.0,-999.0,-999,-999.0,-999.0,-999
19470121,5,-999.0,91.0,2.5,-10.7,872.4,-999.0,-999.0,-11.0,-9.6,-999.0,-999,-999.0,-999.0,-999
19470122,5,-999.0,92.0,2.1,-12.6,871.8,-999.0,-999.0,-12.9,-10.6,-999.0,-999,-999.0,-999.0,-999
19470123,5,-999.0,91.0,2.1,-13.3,875.1,-999.0,-999.0,-14.3,-10.5,-999.0,-999,-999.0,-999.0,-999
19470124,5,-999.0,92.0,1.9,-14.8,878.2,-999.0,-999.0,-15.9,-10.2,-999.0,-999,-999.0,-999.0,-999
19470125,5,-999.0,91.0,1.7,-15.7,873.4,-999.0,-999.0,-17.4,-12.8,-999.0,-999,-999.0,-999.0,-999
19470126,5,-999.0,85.0,1.3,-17.7,863.0,-999.0,-999.0,-19.5,-14.5,-999.0,-999,-999.0,-999.0,-999
19470127,5,-999.0,90.0,1.3,-18.4,863.5,-999.0,-999.0,-19.9,-16.3,-999.0,-999,-999.0,-999.0,-999
19470128,5,-999.0,93.0,1.9,-15.0,869.5,-999.0,-999.0,-19.2,-7.8,-999.0,-999,-999.0,-999.0,-999
19470129,5,-999.0,94.0,2.3,-12.8,871.6,-999.0,-999.0,-17.0,-10.1,-999.0,-999,-999.0,-999.0,-999
19470130,5,-999.0,88.0,2.1,-13.4,870.4,-999.0,-999.0,-14.8,-10.5,-999.0,-999,-999.0,-999.0,-999
19470131,5,-999.0,91.0,1.7,-15.7,868.7,-999.0,-999.0,-17.8,-13.2,-999.0,-999,-999.0,-999.0,-999
19470201,5,-999.0,90.0,1.6,-16.7,869.8,-999.0,-999.0,-19.0,-12.7,-999.0,-999,-999.0,-999.0,-999
19470202,5,-999.0,85.0,2.3,-12.7,865.5,-999.0,-999.0,-19.6,-3.4,-999.0,-999,-999.0,-999.0,-999
19470203,5,-999.0,91.0,2.8,-9.0,858.2,-999.0,-999.0,-13.6,-5.3,-999.0,-999,-999.0,-999.0,-999
19470204,5,-999.0,94.0,3.6,-6.6,852.6,-999.0,-999.0,-10.0,-3.7,-999.0,-999,-999.0,-999.0,-999
19470205,5,-999.0,91.0,2.1,-13.1,855.9,-999.0,-999.0,-14.4,-6.1,-999.0,-999,-999.0,-999.0,-999
19470206,5,-999.0,91.0,1.7,-15.4,867.4,-999.0,-999.0,-17.1,-11.6,-999.0,-999,-999.0,-999.0,-999
19470207,5,-999.0,90.0,1.7,-16.2,869.0,-999.0,-999.0,-18.2,-11.1,-999.0,-999,-999.0,-999.0,-999
19470208,5,-999.0,91.0,1.9,-14.5,863.9,-999.0,-999.0,-18.2,-11.8,-999.0,-999,-999.0,-999.0,-999
19470209,5,-999.0,96.0,3.6,-6.2,866.3,-999.0,-999.0,-13.7,-3.8,-999.0,-999,-999.0,-999.0,-999
19470210,5,-999.0,95.0,3.7,-6.2,868.4,-999.0,-999.0,-9.3,-2.2,-999.0,-999,-999.0,-999.0,-999
19470211,5,-999.0,99.0,5.2,-2.1,868.7,-999.0,-999.0,-9.8,-0.1,-999.0,-999,-999.0,-999.0,-999
